5	139385.0	0.514878	3.69392689314e-06
6	69671.0	0.257303	3.69311478233e-06
7	6991.0	0.060763	8.6916034902e-06
8	30590.0	0.098973	3.23546910755e-06
9	3148.0	0.057671	1.83198856417e-05
10	28502.0	0.096249	3.37692091783e-06
11	1438.0	0.053877	3.7466620306e-05
12	49681.0	0.132299	2.66296974699e-06
13	33290.0	0.109148	3.27870231301e-06
14	7791.0	0.063959	8.209344115e-06
15	140005.0	0.373387	2.66695475162e-06
16	14540.0	0.072877	5.01217331499e-06
17	58298.0	0.148592	2.54883529452e-06
18	54083.0	0.139598	2.58118077769e-06
19	34872.0	0.106626	3.05763936683e-06
20	55288.0	0.14194	2.56728403994e-06
21	40659.0	0.116404	2.86293317593e-06
22	40322.0	0.119659	2.96758593324e-06
23	6738.0	0.088812	1.31807658059e-05
24	55315.0	0.141593	2.55975775106e-06
25	7645.0	0.062059	8.11759319817e-06
26	34094.0	0.10652	3.12430339649e-06
27	44353.0	0.125036	2.81911031948e-06
28	69984.0	0.16489	2.35610996799e-06
29	2927.0	0.056688	1.93672702426e-05
30	51410.0	0.137731	2.6790702198e-06
31	56251.0	0.14251	2.53346607171e-06
32	33038.0	0.105115	3.18163932441e-06
33	8146.0	0.063339	7.7754726246e-06
34	9717.0	0.067159	6.91149531748e-06
35	4077.0	0.055357	1.35778758891e-05
36	6299.0	0.061531	9.76837593269e-06
37	21680.0	0.11198	5.16512915129e-06
38	19327.0	0.083352	4.31272313344e-06
39	66248.0	0.164402	2.48161453931e-06
40	8266.0	0.091543	1.10746431164e-05
41	57104.0	0.167892	2.94010927431e-06
42	4309.0	0.056999	1.32278951033e-05
43	23834.0	0.090403	3.79302676848e-06
44	30503.0	0.099532	3.26302330918e-06
45	944.0	0.051313	5.43569915254e-05
46	2701.0	0.052804	1.95497963717e-05
47	56472.0	0.144438	2.55769230769e-06
48	72307.0	0.170748	2.36143112009e-06
49	47761.0	0.130124	2.72448231821e-06
50	25723.0	0.093005	3.61563581231e-06
51	23550.0	0.114794	4.87447983015e-06
52	4398.0	0.059293	1.34818099136e-05
53	34243.0	0.106169	3.10045848787e-06
54	49887.0	0.133658	2.67921502596e-06
55	49656.0	0.133174	2.68193169003e-06
56	28055.0	0.097339	3.4695776154e-06
57	60156.0	0.180708	3.00398962697e-06
58	27133.0	0.095146	3.50665241588e-06
59	27374.0	0.096678	3.53174545189e-06
60	20516.0	0.085231	4.15436732306e-06
61	1780.0	0.054689	3.07241573034e-05
